example_id,mode,passed,hallucination_flag,judge_score,latency_ms,prompt_tokens,cost_usd
troubleshooting_continuity_medium_0121,short_context,False,False,0.3,1047.72,1720,0.000201
troubleshooting_continuity_medium_0121,full_context,True,False,,2259.97,158104,0.015847
troubleshooting_continuity_medium_0121,memory_enabled,True,False,,1201.23,351,9.5e-05
contradiction_resolution_hard_0122,short_context,False,False,,897.28,1676,0.000187
contradiction_resolution_hard_0122,full_context,False,True,,2446.32,161700,0.016218
contradiction_resolution_hard_0122,memory_enabled,True,False,1.0,602.39,350,4.7e-05
procedure_reuse_easy_0123,short_context,False,False,0.0,1045.36,1716,0.0002
procedure_reuse_easy_0123,full_context,False,False,0.3,2109.24,158100,0.015846
procedure_reuse_easy_0123,memory_enabled,False,False,0.2,854.77,347,5.4e-05
mixed_long_context_medium_0124,short_context,False,False,,947.55,1719,0.000192
mixed_long_context_medium_0124,full_context,False,False,,2334.32,159143,0.015976
mixed_long_context_medium_0124,memory_enabled,False,False,,1321.88,352,8.2e-05
profile_recall_hard_0125,short_context,False,False,0.0,848.82,1757,0.000191
profile_recall_hard_0125,full_context,False,False,,4006.82,162821,0.016371
profile_recall_hard_0125,memory_enabled,False,False,,837.78,353,5.7e-05
troubleshooting_continuity_easy_0126,short_context,False,False,0.3,1282.44,1680,0.0002
troubleshooting_continuity_easy_0126,full_context,True,False,1.0,1987.04,159624,0.015998
troubleshooting_continuity_easy_0126,memory_enabled,True,False,,713.79,350,6.6e-05
contradiction_resolution_medium_0127,short_context,False,False,0.1,940.83,1716,0.000199
contradiction_resolution_medium_0127,full_context,True,False,,2133.38,157060,0.015739
contradiction_resolution_medium_0127,memory_enabled,True,False,,729.42,345,4.6e-05
procedure_reuse_hard_0128,short_context,False,False,,965.99,1756,0.000209
procedure_reuse_hard_0128,full_context,False,False,,2847.67,160740,0.016141
procedure_reuse_hard_0128,memory_enabled,False,False,,1116.08,351,7.5e-05
mixed_long_context_easy_0129,short_context,False,False,,779.23,1719,0.000196
mixed_long_context_easy_0129,full_context,False,True,,2418.51,159143,0.016012
mixed_long_context_easy_0129,memory_enabled,False,False,,1012.33,349,6.1e-05
profile_recall_medium_0130,short_context,False,False,,830.6,1717,0.000187
profile_recall_medium_0130,full_context,False,False,,2163.09,158101,0.015883
profile_recall_medium_0130,memory_enabled,True,False,,1013.84,345,6e-05
troubleshooting_continuity_hard_0131,short_context,False,False,0.33,844.96,1760,0.000218
troubleshooting_continuity_hard_0131,full_context,True,False,1.0,2253.34,161784,0.016234
troubleshooting_continuity_hard_0131,memory_enabled,True,False,,1690.12,355,6.9e-05
contradiction_resolution_easy_0132,short_context,False,False,,838.46,1716,0.000186
contradiction_resolution_easy_0132,full_context,False,False,,2287.27,161220,0.016151
contradiction_resolution_easy_0132,memory_enabled,True,False,,810.43,352,4.7e-05
procedure_reuse_medium_0133,short_context,False,False,,843.89,1716,0.000192
procedure_reuse_medium_0133,full_context,False,False,,2210.06,159140,0.015958
procedure_reuse_medium_0133,memory_enabled,False,False,0.3,1116.62,349,5.5e-05
mixed_long_context_hard_0134,short_context,False,False,0.2,924.61,1679,0.00019
mixed_long_context_hard_0134,full_context,False,False,0.2,2761.62,167231,0.01676
mixed_long_context_hard_0134,memory_enabled,False,True,,1359.79,344,7.9e-05
profile_recall_easy_0135,short_context,False,False,,1009.04,1757,0.000192
profile_recall_easy_0135,full_context,False,False,,2967.11,162821,0.016386
profile_recall_easy_0135,memory_enabled,True,False,1.0,1119.46,353,6.9e-05
troubleshooting_continuity_medium_0136,short_context,False,False,,1150.82,1680,0.000204
troubleshooting_continuity_medium_0136,full_context,True,False,1.0,2321.03,158584,0.015922
troubleshooting_continuity_medium_0136,memory_enabled,True,False,,1447.99,352,9.3e-05
contradiction_resolution_hard_0137,short_context,False,False,,1013.05,1676,0.000188
contradiction_resolution_hard_0137,full_context,False,False,0.0,3193.12,158580,0.015882
contradiction_resolution_hard_0137,memory_enabled,True,False,,1340.35,345,4.6e-05
procedure_reuse_easy_0138,short_context,False,False,,1058.45,1716,0.000201
procedure_reuse_easy_0138,full_context,False,False,,2942.9,163300,0.016447
procedure_reuse_easy_0138,memory_enabled,False,False,,809.05,354,5.3e-05
mixed_long_context_medium_0139,short_context,False,False,,824.71,1759,0.000205
mixed_long_context_medium_0139,full_context,False,False,,2584.17,159703,0.016046
mixed_long_context_medium_0139,memory_enabled,False,False,,933.34,350,6.9e-05
profile_recall_hard_0140,short_context,False,False,,812.6,1757,0.000193
profile_recall_hard_0140,full_context,False,False,,2473.63,161781,0.016229
profile_recall_hard_0140,memory_enabled,True,False,,1340.04,351,6.4e-05
troubleshooting_continuity_easy_0141,short_context,False,False,,1085.29,1680,0.000198
troubleshooting_continuity_easy_0141,full_context,True,False,,2527.09,169067,0.016967
troubleshooting_continuity_easy_0141,memory_enabled,True,False,,1626.17,348,6.7e-05
contradiction_resolution_medium_0142,short_context,False,False,0.0,2481.71,1676,0.000191
contradiction_resolution_medium_0142,full_context,False,False,0,2564.7,157540,0.015785
contradiction_resolution_medium_0142,memory_enabled,True,False,,1323.6,342,4.6e-05
procedure_reuse_hard_0143,short_context,False,False,,653.95,1716,0.000186
procedure_reuse_hard_0143,full_context,False,False,0.2,2125.06,160180,0.016085
procedure_reuse_hard_0143,memory_enabled,True,False,0.3,1117.8,348,8e-05
mixed_long_context_easy_0144,short_context,False,False,,2562.35,1679,0.000191
mixed_long_context_easy_0144,full_context,False,False,0.4,2355.23,170186,0.017113
mixed_long_context_easy_0144,memory_enabled,False,False,,1833.88,348,0.0001
profile_recall_medium_0145,short_context,False,False,,1153.32,1677,0.000182
profile_recall_medium_0145,full_context,False,False,0.1,2050.31,156501,0.015683
profile_recall_medium_0145,memory_enabled,True,False,,938.89,343,5.3e-05
troubleshooting_continuity_hard_0146,short_context,False,False,0.3,761.63,1760,0.000211
troubleshooting_continuity_hard_0146,full_context,True,False,,2459.87,158664,0.015936
troubleshooting_continuity_hard_0146,memory_enabled,False,False,,1090.94,354,5.7e-05
contradiction_resolution_easy_0147,short_context,False,False,0.0,844.29,1676,0.000189
contradiction_resolution_easy_0147,full_context,False,True,0,2759.53,166108,0.01666
contradiction_resolution_easy_0147,memory_enabled,True,False,,1217.91,339,4.6e-05
procedure_reuse_medium_0148,short_context,False,False,0,1969.53,1676,0.000187
procedure_reuse_medium_0148,full_context,False,False,,2339.32,159620,0.016035
procedure_reuse_medium_0148,memory_enabled,False,False,,1942.13,347,6.7e-05
mixed_long_context_hard_0149,short_context,False,False,0.25,3093.03,1719,0.000194
mixed_long_context_hard_0149,full_context,False,True,,2869.68,161223,0.016208
mixed_long_context_hard_0149,memory_enabled,False,False,,1276.97,354,8.9e-05
profile_recall_easy_0150,short_context,False,False,,1496.79,1757,0.000195
profile_recall_easy_0150,full_context,False,False,,2235.85,157621,0.015847
profile_recall_easy_0150,memory_enabled,True,False,,1526.7,346,7.7e-05
troubleshooting_continuity_medium_0151,short_context,False,False,,1152.09,1720,0.000216
troubleshooting_continuity_medium_0151,full_context,True,False,,2246.62,161224,0.016158
troubleshooting_continuity_medium_0151,memory_enabled,True,False,,1096.29,357,7.6e-05
contradiction_resolution_hard_0152,short_context,True,False,0,1047.67,1716,0.000198
contradiction_resolution_hard_0152,full_context,True,False,,2234.18,159140,0.015968
contradiction_resolution_hard_0152,memory_enabled,True,False,1.0,1071.08,346,4.7e-05
procedure_reuse_easy_0153,short_context,False,False,,1127.94,1716,0.000199
procedure_reuse_easy_0153,full_context,False,False,0.3,3421.66,162260,0.016384
procedure_reuse_easy_0153,memory_enabled,False,False,,1014.76,352,5.5e-05
mixed_long_context_medium_0154,short_context,False,False,,831.21,1719,0.000193
mixed_long_context_medium_0154,full_context,False,False,0.7,2343.69,157063,0.015792
mixed_long_context_medium_0154,memory_enabled,False,False,0.7,1322.92,348,8.6e-05
profile_recall_hard_0155,short_context,False,False,0.1,1149.51,1757,0.000191
profile_recall_hard_0155,full_context,False,False,,2744.4,159701,0.016027
profile_recall_hard_0155,memory_enabled,True,False,,1017.0,349,6.6e-05
troubleshooting_continuity_easy_0156,short_context,False,False,,968.49,1720,0.000199
troubleshooting_continuity_easy_0156,full_context,True,False,1.0,2232.14,158104,0.015847
troubleshooting_continuity_easy_0156,memory_enabled,False,False,0.3,904.8,349,6.7e-05
contradiction_resolution_medium_0157,short_context,False,True,0,981.73,1716,0.000188
contradiction_resolution_medium_0157,full_context,False,True,0,2151.86,157980,0.01585
contradiction_resolution_medium_0157,memory_enabled,True,False,,859.92,346,4.7e-05
procedure_reuse_hard_0158,short_context,False,False,,846.18,1716,0.000182
procedure_reuse_hard_0158,full_context,False,False,0.2,2183.33,156020,0.015675
procedure_reuse_hard_0158,memory_enabled,False,False,,913.13,343,4.8e-05
mixed_long_context_easy_0159,short_context,False,False,,1048.87,1719,0.000198
mixed_long_context_easy_0159,full_context,False,True,,2245.22,163303,0.016402
mixed_long_context_easy_0159,memory_enabled,False,True,0.6,1271.64,357,9.8e-05
profile_recall_medium_0160,short_context,False,False,0.0,1047.84,1677,0.000182
profile_recall_medium_0160,full_context,False,True,,2401.73,161701,0.016257
profile_recall_medium_0160,memory_enabled,False,False,,712.16,350,5.1e-05
troubleshooting_continuity_hard_0161,short_context,False,False,,941.97,1720,0.000193
troubleshooting_continuity_hard_0161,full_context,True,False,,3370.81,161224,0.016164
troubleshooting_continuity_hard_0161,memory_enabled,True,False,,1219.93,355,6.9e-05
contradiction_resolution_easy_0162,short_context,False,False,,843.01,1716,0.000192
contradiction_resolution_easy_0162,full_context,True,False,0.0,2143.94,162260,0.016293
contradiction_resolution_easy_0162,memory_enabled,True,False,1.0,912.46,355,4.8e-05
procedure_reuse_medium_0163,short_context,False,False,,1046.23,1756,0.000193
procedure_reuse_medium_0163,full_context,False,False,,3378.96,162820,0.016371
procedure_reuse_medium_0163,memory_enabled,True,False,,778.79,353,5.7e-05
mixed_long_context_hard_0164,short_context,False,False,,1098.98,1759,0.000211
mixed_long_context_hard_0164,full_context,False,False,,2206.61,159703,0.016026
mixed_long_context_hard_0164,memory_enabled,False,False,0.4,952.34,352,6.4e-05
profile_recall_easy_0165,short_context,False,False,0,847.63,1677,0.000183
profile_recall_easy_0165,full_context,False,False,,2660.81,170184,0.017079
profile_recall_easy_0165,memory_enabled,True,False,,915.73,346,5.7e-05
troubleshooting_continuity_medium_0166,short_context,False,False,,944.64,1680,0.000193
troubleshooting_continuity_medium_0166,full_context,True,False,,2606.1,164587,0.016524
troubleshooting_continuity_medium_0166,memory_enabled,True,False,,1116.97,343,6.6e-05
contradiction_resolution_hard_0167,short_context,False,False,,943.24,1716,0.000196
contradiction_resolution_hard_0167,full_context,False,False,0,1947.67,160180,0.016058
contradiction_resolution_hard_0167,memory_enabled,True,False,1.0,860.95,350,4.8e-05
procedure_reuse_easy_0168,short_context,False,False,,737.58,1676,0.000183
procedure_reuse_easy_0168,full_context,False,False,,2249.22,160660,0.016122
procedure_reuse_easy_0168,memory_enabled,True,False,1.0,1000.55,351,7e-05
mixed_long_context_medium_0169,short_context,False,False,,1119.69,1759,0.000209
mixed_long_context_medium_0169,full_context,False,False,,2392.29,161783,0.016222
mixed_long_context_medium_0169,memory_enabled,False,False,0.4,708.98,356,6.9e-05
profile_recall_hard_0170,short_context,False,False,0.1,807.57,1717,0.000189
profile_recall_hard_0170,full_context,False,False,,2453.97,160061,0.016047
profile_recall_hard_0170,memory_enabled,True,False,,1004.05,351,6.7e-05
troubleshooting_continuity_easy_0171,short_context,False,False,0.3,897.82,1720,0.0002
troubleshooting_continuity_easy_0171,full_context,True,False,,2416.81,157064,0.015771
troubleshooting_continuity_easy_0171,memory_enabled,False,False,,1040.29,349,7.4e-05
contradiction_resolution_medium_0172,short_context,False,True,,918.58,1676,0.00019
contradiction_resolution_medium_0172,full_context,False,True,,2305.57,170183,0.017097
contradiction_resolution_medium_0172,memory_enabled,True,False,,938.11,349,4.7e-05
procedure_reuse_hard_0173,short_context,False,False,,739.02,1716,0.000193
procedure_reuse_hard_0173,full_context,False,False,0.33,2626.01,159140,0.015986
procedure_reuse_hard_0173,memory_enabled,False,False,,911.85,352,5.5e-05
mixed_long_context_easy_0174,short_context,False,False,,884.49,1759,0.000204
mixed_long_context_easy_0174,full_context,False,False,0.3,2924.54,160743,0.016153
mixed_long_context_easy_0174,memory_enabled,False,False,,997.78,351,7.5e-05
profile_recall_medium_0175,short_context,False,False,,895.32,1757,0.000192
profile_recall_medium_0175,full_context,False,False,,2421.18,160741,0.016143
profile_recall_medium_0175,memory_enabled,True,False,1.0,1021.48,349,7.1e-05
troubleshooting_continuity_hard_0176,short_context,False,False,,1021.76,1680,0.000203
troubleshooting_continuity_hard_0176,full_context,True,False,1.0,2624.21,160664,0.016132
troubleshooting_continuity_hard_0176,memory_enabled,True,False,,872.18,355,6.6e-05
contradiction_resolution_easy_0177,short_context,False,False,0,885.88,1716,0.000192
contradiction_resolution_easy_0177,full_context,False,False,0.1,2417.65,162260,0.016258
contradiction_resolution_easy_0177,memory_enabled,True,False,1.0,948.32,352,4.7e-05
procedure_reuse_medium_0178,short_context,False,False,0.0,947.87,1716,0.000196
procedure_reuse_medium_0178,full_context,False,False,,2469.82,157060,0.015786
procedure_reuse_medium_0178,memory_enabled,False,False,,1004.5,345,5.4e-05
mixed_long_context_hard_0179,short_context,False,False,0.1,896.36,1679,0.000188
mixed_long_context_hard_0179,full_context,False,False,,2164.04,155463,0.015602
mixed_long_context_hard_0179,memory_enabled,False,True,,965.98,344,8.9e-05
profile_recall_easy_0180,short_context,False,True,,820.42,1717,0.000192
profile_recall_easy_0180,full_context,False,True,,2404.2,161221,0.016154
profile_recall_easy_0180,memory_enabled,False,False,,926.01,351,5.9e-05
troubleshooting_continuity_medium_0181,short_context,False,False,,903.65,1760,0.000198
troubleshooting_continuity_medium_0181,full_context,True,False,1.0,2349.36,157624,0.015802
troubleshooting_continuity_medium_0181,memory_enabled,False,False,,1119.36,352,8.3e-05
contradiction_resolution_hard_0182,short_context,False,False,,949.38,1676,0.000189
contradiction_resolution_hard_0182,full_context,False,False,,2244.29,157540,0.015812
contradiction_resolution_hard_0182,memory_enabled,True,False,1.0,918.3,345,4.6e-05
procedure_reuse_easy_0183,short_context,False,False,,1151.22,1716,0.000201
procedure_reuse_easy_0183,full_context,False,False,0.0,2255.67,159140,0.015956
procedure_reuse_easy_0183,memory_enabled,True,False,,1447.12,347,7.5e-05
mixed_long_context_medium_0184,short_context,False,True,,923.53,1719,0.000204
mixed_long_context_medium_0184,full_context,False,True,,2452.71,156023,0.015667
mixed_long_context_medium_0184,memory_enabled,False,False,0.7,1229.26,346,8.4e-05
profile_recall_hard_0185,short_context,False,False,,944.14,1757,0.000195
profile_recall_hard_0185,full_context,False,False,,2654.68,160741,0.016154
profile_recall_hard_0185,memory_enabled,True,False,1.0,1014.83,351,5.9e-05
troubleshooting_continuity_easy_0186,short_context,False,False,0.3,1315.63,1760,0.000209
troubleshooting_continuity_easy_0186,full_context,True,False,,2413.91,160744,0.016138
troubleshooting_continuity_easy_0186,memory_enabled,True,False,0.9,840.08,353,6.4e-05
contradiction_resolution_medium_0187,short_context,False,False,0,900.4,1716,0.000198
contradiction_resolution_medium_0187,full_context,True,False,,2204.22,161220,0.016179
contradiction_resolution_medium_0187,memory_enabled,True,False,1.0,877.01,349,4.7e-05
procedure_reuse_hard_0188,short_context,False,False,,827.21,1756,0.000194
procedure_reuse_hard_0188,full_context,False,False,,2295.24,161780,0.016226
procedure_reuse_hard_0188,memory_enabled,False,False,,1049.78,353,6.3e-05
mixed_long_context_easy_0189,short_context,False,False,,1186.29,1719,0.000205
mixed_long_context_easy_0189,full_context,False,False,0.5,2113.11,158103,0.015868
mixed_long_context_easy_0189,memory_enabled,False,False,,1189.78,350,9.5e-05
profile_recall_medium_0190,short_context,False,False,0,771.3,1677,0.000183
profile_recall_medium_0190,full_context,False,False,,2041.85,159621,0.016009
profile_recall_medium_0190,memory_enabled,True,False,1,1006.78,347,6.4e-05
troubleshooting_continuity_hard_0191,short_context,False,False,,951.51,1760,0.000209
troubleshooting_continuity_hard_0191,full_context,True,False,,2630.88,158664,0.01591
troubleshooting_continuity_hard_0191,memory_enabled,False,False,,895.0,354,6.5e-05
contradiction_resolution_easy_0192,short_context,False,False,,861.17,1756,0.000197
contradiction_resolution_easy_0192,full_context,False,False,,2147.36,157620,0.015835
contradiction_resolution_easy_0192,memory_enabled,True,False,1.0,802.41,345,4.6e-05
procedure_reuse_medium_0193,short_context,False,False,0.0,946.59,1716,0.000194
procedure_reuse_medium_0193,full_context,False,False,,3266.45,161220,0.01627
procedure_reuse_medium_0193,memory_enabled,True,False,,1014.92,353,7.3e-05
mixed_long_context_hard_0194,short_context,False,False,,863.11,1719,0.000203
mixed_long_context_hard_0194,full_context,False,True,0.5,2139.28,161223,0.016198
mixed_long_context_hard_0194,memory_enabled,False,True,,1218.86,353,8.4e-05
profile_recall_easy_0195,short_context,False,False,0,842.78,1717,0.000187
profile_recall_easy_0195,full_context,False,True,,2452.67,159141,0.015961
profile_recall_easy_0195,memory_enabled,False,True,,1118.38,347,6.1e-05
troubleshooting_continuity_medium_0196,short_context,False,False,,1015.06,1760,0.000211
troubleshooting_continuity_medium_0196,full_context,True,False,,2223.47,160744,0.01614
troubleshooting_continuity_medium_0196,memory_enabled,True,False,,1257.89,355,6.9e-05
contradiction_resolution_hard_0197,short_context,False,False,,788.66,1756,0.000202
contradiction_resolution_hard_0197,full_context,False,True,0,4247.73,160740,0.016109
contradiction_resolution_hard_0197,memory_enabled,True,False,,992.81,350,4.7e-05
procedure_reuse_easy_0198,short_context,False,False,,1151.03,1716,0.000187
procedure_reuse_easy_0198,full_context,False,False,,2784.64,159140,0.01595
procedure_reuse_easy_0198,memory_enabled,True,False,,743.33,352,6.1e-05
mixed_long_context_medium_0199,short_context,False,False,0.2,939.75,1719,0.000201
mixed_long_context_medium_0199,full_context,False,False,0.2,2552.5,158103,0.015861
mixed_long_context_medium_0199,memory_enabled,False,False,,1480.7,348,9.6e-05
profile_recall_hard_0200,short_context,False,False,,947.88,1717,0.000189
profile_recall_hard_0200,full_context,False,False,0.0,2656.57,160181,0.016077
profile_recall_hard_0200,memory_enabled,True,False,1.0,707.97,352,6.4e-05
troubleshooting_continuity_easy_0201,short_context,False,False,,1180.79,1720,0.000218
troubleshooting_continuity_easy_0201,full_context,True,False,,2246.59,156024,0.015644
troubleshooting_continuity_easy_0201,memory_enabled,True,False,,1086.16,350,6.8e-05
contradiction_resolution_medium_0202,short_context,False,False,0,655.03,1756,0.000194
contradiction_resolution_medium_0202,full_context,True,False,,2464.98,161780,0.016208
contradiction_resolution_medium_0202,memory_enabled,True,False,1.0,914.24,350,4.7e-05
procedure_reuse_hard_0203,short_context,False,False,0.0,909.27,1756,0.000204
procedure_reuse_hard_0203,full_context,False,False,0.1,2028.65,158660,0.015915
procedure_reuse_hard_0203,memory_enabled,False,False,,1040.35,347,7.3e-05
mixed_long_context_easy_0204,short_context,False,False,0.2,1001.02,1719,0.000202
mixed_long_context_easy_0204,full_context,False,False,0.4,2156.27,161223,0.016181
mixed_long_context_easy_0204,memory_enabled,False,False,0.5,3370.28,356,0.000102
profile_recall_medium_0205,short_context,False,False,,881.74,1677,0.000183
profile_recall_medium_0205,full_context,False,False,0.1,2559.19,168349,0.016898
profile_recall_medium_0205,memory_enabled,True,False,1.0,1114.08,344,7.5e-05
troubleshooting_continuity_hard_0206,short_context,False,False,,1303.58,1720,0.000212
troubleshooting_continuity_hard_0206,full_context,True,False,,2349.48,160064,0.016051
troubleshooting_continuity_hard_0206,memory_enabled,True,False,1.0,903.49,355,7e-05
contradiction_resolution_easy_0207,short_context,False,False,,948.25,1676,0.000192
contradiction_resolution_easy_0207,full_context,False,False,,2048.6,168348,0.016884
contradiction_resolution_easy_0207,memory_enabled,True,False,,1005.02,341,4.7e-05
procedure_reuse_medium_0208,short_context,False,False,,888.69,1676,0.000192
procedure_reuse_medium_0208,full_context,False,False,,2321.55,159620,0.016043
procedure_reuse_medium_0208,memory_enabled,True,False,,911.72,350,7e-05
mixed_long_context_hard_0209,short_context,False,False,0.2,743.32,1679,0.000191
mixed_long_context_hard_0209,full_context,False,False,0.4,2459.56,157543,0.015795
mixed_long_context_hard_0209,memory_enabled,False,False,,1659.16,348,0.000108
profile_recall_easy_0210,short_context,False,False,,1119.62,1757,0.000193
profile_recall_easy_0210,full_context,False,False,,2449.88,159701,0.016034
profile_recall_easy_0210,memory_enabled,True,False,,913.84,347,6e-05
troubleshooting_continuity_medium_0211,short_context,False,False,,951.65,1680,0.000194
troubleshooting_continuity_medium_0211,full_context,True,False,,2739.52,170187,0.017105
troubleshooting_continuity_medium_0211,memory_enabled,True,False,,1220.7,353,8.2e-05
contradiction_resolution_hard_0212,short_context,False,False,,741.09,1756,0.000199
contradiction_resolution_hard_0212,full_context,False,True,0,1941.1,160740,0.016124
contradiction_resolution_hard_0212,memory_enabled,True,False,,679.56,348,4.7e-05
procedure_reuse_easy_0213,short_context,False,False,,870.77,1716,0.000186
procedure_reuse_easy_0213,full_context,False,False,,2492.67,156020,0.015661
procedure_reuse_easy_0213,memory_enabled,False,False,0.1,1069.02,343,5.8e-05
mixed_long_context_medium_0214,short_context,False,False,0.25,1151.19,1719,0.000194
mixed_long_context_medium_0214,full_context,False,True,0.4,2553.79,161223,0.016199
mixed_long_context_medium_0214,memory_enabled,False,True,,1115.8,356,7.8e-05
profile_recall_hard_0215,short_context,False,False,,535.76,1717,0.000189
profile_recall_hard_0215,full_context,False,False,,2044.01,157061,0.015763
profile_recall_hard_0215,memory_enabled,False,False,0.5,802.54,345,5.3e-05
troubleshooting_continuity_easy_0216,short_context,False,False,,845.66,1680,0.000202
troubleshooting_continuity_easy_0216,full_context,True,False,,2949.34,157544,0.015796
troubleshooting_continuity_easy_0216,memory_enabled,True,False,,729.56,349,7e-05
contradiction_resolution_medium_0217,short_context,False,False,0,752.51,1716,0.000191
contradiction_resolution_medium_0217,full_context,True,False,,2656.76,162140,0.016269
contradiction_resolution_medium_0217,memory_enabled,True,False,,941.75,352,4.7e-05
procedure_reuse_hard_0218,short_context,False,False,0.0,741.99,1676,0.000189
procedure_reuse_hard_0218,full_context,False,False,,3090.15,160660,0.016118
procedure_reuse_hard_0218,memory_enabled,False,False,,911.6,348,7.1e-05
mixed_long_context_easy_0219,short_context,False,False,,1050.75,1719,0.000206
mixed_long_context_easy_0219,full_context,False,False,0.5,2555.12,162263,0.016304
mixed_long_context_easy_0219,memory_enabled,False,False,,1371.07,358,9.7e-05
profile_recall_medium_0220,short_context,False,False,,820.89,1717,0.000187
profile_recall_medium_0220,full_context,False,False,0,7239.05,159141,0.015946
profile_recall_medium_0220,memory_enabled,True,False,,868.42,350,6.6e-05
troubleshooting_continuity_hard_0221,short_context,False,False,,900.73,1680,0.00019
troubleshooting_continuity_hard_0221,full_context,True,False,,2340.84,157544,0.015822
troubleshooting_continuity_hard_0221,memory_enabled,True,False,,1117.23,349,8e-05
contradiction_resolution_easy_0222,short_context,False,False,0.0,814.8,1716,0.000194
contradiction_resolution_easy_0222,full_context,True,False,0,2651.84,161220,0.016185
contradiction_resolution_easy_0222,memory_enabled,True,False,1.0,808.93,351,4.7e-05
procedure_reuse_medium_0223,short_context,False,False,,559.01,1716,0.000195
procedure_reuse_medium_0223,full_context,False,False,0.1,2482.4,159140,0.015952
procedure_reuse_medium_0223,memory_enabled,False,False,,913.09,352,5.3e-05
mixed_long_context_hard_0224,short_context,False,False,0.2,947.66,1759,0.000202
mixed_long_context_hard_0224,full_context,False,False,0.4,2560.74,161783,0.016244
mixed_long_context_hard_0224,memory_enabled,False,False,,1424.23,354,8.9e-05
profile_recall_easy_0225,short_context,False,False,,843.3,1757,0.000191
profile_recall_easy_0225,full_context,False,True,,2355.85,158661,0.015918
profile_recall_easy_0225,memory_enabled,True,False,,1111.27,347,7e-05
troubleshooting_continuity_medium_0226,short_context,False,False,0.2,844.81,1760,0.000209
troubleshooting_continuity_medium_0226,full_context,True,False,0.7,2553.03,158664,0.015921
troubleshooting_continuity_medium_0226,memory_enabled,False,False,,951.06,351,6.4e-05
contradiction_resolution_hard_0227,short_context,False,True,,903.42,1756,0.000197
contradiction_resolution_hard_0227,full_context,False,True,,2150.74,158660,0.015919
contradiction_resolution_hard_0227,memory_enabled,True,False,1,811.68,350,4.7e-05
procedure_reuse_easy_0228,short_context,False,False,,618.49,1756,0.000197
procedure_reuse_easy_0228,full_context,False,False,0.1,2075.07,158660,0.015918
procedure_reuse_easy_0228,memory_enabled,False,False,,948.68,347,6e-05
mixed_long_context_medium_0229,short_context,False,False,0.1,831.08,1719,0.000191
mixed_long_context_medium_0229,full_context,False,False,0.4,2227.7,158103,0.015891
mixed_long_context_medium_0229,memory_enabled,False,False,,947.65,350,8.6e-05
profile_recall_hard_0230,short_context,False,False,,1050.57,1717,0.000187
profile_recall_hard_0230,full_context,False,False,0.3,2483.77,159141,0.015995
profile_recall_hard_0230,memory_enabled,False,False,0.6,920.77,350,5.8e-05
troubleshooting_continuity_easy_0231,short_context,False,False,,816.32,1720,0.000189
troubleshooting_continuity_easy_0231,full_context,True,False,,1911.01,159144,0.015951
troubleshooting_continuity_easy_0231,memory_enabled,True,False,,1015.73,353,7e-05
contradiction_resolution_medium_0232,short_context,False,False,,922.02,1676,0.000192
contradiction_resolution_medium_0232,full_context,True,False,,2090.8,166108,0.016636
contradiction_resolution_medium_0232,memory_enabled,True,False,,1011.93,338,4.6e-05
procedure_reuse_hard_0233,short_context,False,False,,945.77,1756,0.000207
procedure_reuse_hard_0233,full_context,False,False,,2045.28,161780,0.016225
procedure_reuse_hard_0233,memory_enabled,False,False,,1010.01,350,7.5e-05
mixed_long_context_easy_0234,short_context,False,False,,664.83,1759,0.000209
mixed_long_context_easy_0234,full_context,False,False,,2846.46,160743,0.01615
mixed_long_context_easy_0234,memory_enabled,False,False,,1081.36,355,6.5e-05
profile_recall_medium_0235,short_context,False,True,,880.33,1717,0.000187
profile_recall_medium_0235,full_context,False,True,,2387.07,160181,0.016072
profile_recall_medium_0235,memory_enabled,True,False,,939.49,349,7.1e-05
troubleshooting_continuity_hard_0236,short_context,False,False,0.2,1019.63,1760,0.00021
troubleshooting_continuity_hard_0236,full_context,True,False,0.9,2655.73,162824,0.016352
troubleshooting_continuity_hard_0236,memory_enabled,True,False,,1045.62,359,6.9e-05
contradiction_resolution_easy_0237,short_context,False,False,0.1,943.34,1716,0.000194
contradiction_resolution_easy_0237,full_context,False,True,0.0,3588.82,160180,0.016071
contradiction_resolution_easy_0237,memory_enabled,True,False,,1040.24,347,4.7e-05
procedure_reuse_medium_0238,short_context,False,False,0.0,855.42,1716,0.000188
procedure_reuse_medium_0238,full_context,False,False,,2230.91,157060,0.015755
procedure_reuse_medium_0238,memory_enabled,False,False,0.33,880.07,345,5.3e-05
mixed_long_context_hard_0239,short_context,False,False,,1153.11,1719,0.000202
mixed_long_context_hard_0239,full_context,False,False,0.4,2032.55,158103,0.01586
mixed_long_context_hard_0239,memory_enabled,False,False,0.7,1361.14,350,9.9e-05
profile_recall_easy_0240,short_context,False,False,,1022.14,1757,0.000194
profile_recall_easy_0240,full_context,False,False,,2072.57,158661,0.01593
profile_recall_easy_0240,memory_enabled,True,False,,783.46,351,6.1e-05
troubleshooting_continuity_medium_0241,short_context,False,False,,1185.71,1760,0.000222
troubleshooting_continuity_medium_0241,full_context,True,False,,2727.82,160744,0.016136
troubleshooting_continuity_medium_0241,memory_enabled,True,False,,826.47,355,6.9e-05
contradiction_resolution_hard_0242,short_context,False,False,,802.81,1716,0.000199
contradiction_resolution_hard_0242,full_context,False,False,,2589.26,156020,0.015656
